 rahogI	 raha
 xilAeMge	 xilA
 DaMkA	 DaMkA
 iwarAwI	 iwarA
 pUCA - kiwane	 pUCa - kiwanA
 pUCakara	 pUCa
 rukawA	 ruka
 GusA	 GusA
 pakadZawe - pakadZawe	 pakadZa - pakadZa
 bajAwA	 bajA
 huA - sA	 ho - sA
 hE - hama	 hE - mEM
 paDZA - liKA	 paDZA - liKA
 jAwIM	 jA
 kate	 katA
 katI	 katA
 KAwe - pIwe	 KAwA - pI
 calawA	 cala
 kara - XAra	 kara - XAra
 baMXA	 baMXA
 TiTaka	 TiTaka
 paDZanA	 paDZa
 xiKAIM	 xiKA
 pahuMcakara	 pahuMca
 pahuzcakara	 pahuzca
 pItegA	 pIta
 jAezgI	 jA
 jAezge	 jA
 kahA - WodZe - se	 kahA - WodZA - se
 WIM - soPI	 WA - soPI
 paCawAwI	 paCawA
 paCawAwe	 paCawA
 liKawI - jalxa	 liKa - jalxa
 GirA	 GirA
 kahegA	 kaha
 padZaIz	 padZaIz
 tUteMge	 tUta
 marakara	 mara
 BUlazgA	 BUlazgA
 CedZakara	 CedZa
 karAyA	 karA
 DakA	 DakA
 cAto	 cAta
 pakadAvegI	 pakadAvegI
 XAmakAyA	 XAmakAyA
 lAxa	 lAxa
 Jalane	 Jala
 AuMgA	 A
 lAla	 lAla
 bAztane	 bAzta
 WA - eka	 WA - eka
 xIKawA	 xIKawA
 bolawA	 bola
 lAe	 lA
 CapavAI	 CapavA
 niBAne	 niBA
 lAI	 lAI
 parOéÚ	 parO
 samaJe	 samaJa
 lAo	 lA
 samaJI	 samaJa
 pIsapIsakararaha	 pIsapIsakararaha
 samaJo	 samaJa
 baDZagayA	 baDZagayA
 gAe	 gA
 bolI - wumane	 bolI - wU
 dagamagAye	 dagamagA
 gAI	 gA
 haMsawe - haMsawe	 haMsa - haMsa
 WA - BEyA	 WA - BEyA
 katI - sI	 katA - sI
 KuxavA	 KuxavA
 lOtAeM	 lOtA
 kahUMgA - pUjya	 kaha - pUjya
 seMkanA	 seMka
 XulavAyA	 XulavA
 kiyA - vAha	 kara - vAha
 pitoge	 pita
 rowe - rowe	 rowA - rowA
 bolI - saca	 bolI - saca
 paraKiye	 paraKa
 gae - hAM	 jA - hAz
 noMca	 noMca
 soca	 soca
 dUbe - dAbegA	 dUbA - dAbegA
 soo	 so
 uTA - waba	 uTA - waba
 sakapakAI	 sakapakA
 bole - muJe	 bola - mEM
 soM	 soM
 hatane	 hata
 sAXane	 sAXa
 WI - wumhAre	 WA - wU
 rakKI	 rakKa
 baceM	 baca
 XAmakAwA	 XAmakAwA
 BAwA	 BA
 nikAla - nikAla	 nikAla - nikAla
 maDZa	 maDZa
 kAMpawI	 kAMpa
 kAMpawe	 kAMpa
 pahuMcAnA	 pahuMcA
 lagAyeMge	 lagA
 wAkakara	 wAka
 bolIM - mEM	 bola - mEM
 kahA - hAya	 kahA - hAya
 adZI	 adZa
 umadZa	 umadZa
 adZe	 adZa
 calo	 cala
 calI	 calA
 suJA	 suJA
 CudAliyA	 CudAliyA
 cale	 calA
 calUMgA	 cala
 baxalI	 baxalI
 xuwkAra	 xuwkAra
 kucalawA	 kucala
 baxale	 baxale
 maMgAveMge	 maMgA
 sIMcawA	 sIMca
 JelIM	 Jela
 jAoge	 jA
 pakadZa	 pakadZa
 milawI	 mila
 pakadA	 pakadA
 haMsIM	 haMsa
 milawe	 mila
 jAogI	 jA
 karanevAlA	 kara
 patakUz	 pataka
 darUz	 dara
 banavAeMge	 banavA
 sakUMgI	 saka
 KoyA	 KoyA
 bOKalA	 bOKalA
 Cexane	 Cexa
 bahAne	 bahAnA
 pAiegA	 pA
 kadZI - kadZI	 kadZA - kadZA
 BAge - BAge	 BAga - BAga
 oDZI	 oDZa
 lIpakara	 lIpa
 oDZe	 oDZa
 piUMgA	 pI
 bolI - wo	 bolI - wo
 jIwi - jAgawI	 jIwi - jAga
 GuseMge	 Gusa
 saMBAlIM	 saMBAla
 bikegI	 bika
 bolA - cudZEla	 bolA - cudZEla
 mAna	 mAna
 mAra	 mAra
 dAzta	 dAzta
 kAtUMgI	 kAta
 xabAwe	 xabA
 sisaka	 sisaka
 pUCA - hameM	 pUCa - mEM
 jAuzgA	 jA
 CapavA	 CapavA
 aKarawI	 aKara
 xeKe	 xeKa
 xeKU	 xeKa
 xeKI	 xeKa
 xeKo	 xeKo
 suKA	 suKA
 bolI - bilkula	 bolI - bilkula
 TaharuM	 TaharuM
 nikAlUzgA	 nikAla
 jAyeMge	 jA
 hilA - hilAkara	 hilA - hilA
 pAne	 pA
 nocegI	 noca
 dAlUMgI	 dAla
 bolIM - yaha	 bola - yaha
 bAzheM	 bAzha
 rUkakara	 rUka
 mAMgawe	 mAMga
 mAMgawI	 mAMga
 GutawA	 Guta
 KAke	 KAkA
 kahalAegA	 kahalA
 mAnawIM	 mAna
 sametawI	 sameta
 gAwI	 gA
 prAna	 prAna
 gAwe	 gA
 kahA - xuhAI	 kahA - xuhAI
 Gute	 Guta
 KojanA	 Koja
 CUne	 CU
 bolA - saMBava	 bolA - saMBava
 pUCA - kisakA	 pUCa - kOna
 Dazka	 Dazka
 xuwakAreM	 xuwakAra
 nibata	 nibata
 lIjiyo	 lIjiyo
 milawA - julawA	 mila - julawA
 liye	 liye
 xOdZaIz	 xOdZaIz
 liKo	 liKa
 Kisaka	 Kisaka
 liKI	 liKA
 lagAoge	 lagA
 jIwegA	 jIwa
 liKe	 liKA
 CUtegI	 CUta
 hicakA	 hicakA
 bETAwA	 bETA
 hilAyA - unheM	 hilA - vaha
 muJameM	 mEM
 jamAnA	 jamAnA
 sIKUz	 sIKa
 sIKUM	 sIKa
 boleM	 bola
 bawalAez	 bawalA
 KolawA	 Kola
 sIlI	 sIlA
 sIle	 sIlA
 biCudZe	 biCudZa
 xOdZI - xOdZI	 xOdZa - xOdZa
 KilAkara	 KilA
 WUkawI	 WUka
 samaJrU	 samaJrU
 xuwakAre	 xuwakAra
 KIMcegA	 KIMca
 saMBAlA	 saMBAla
 rulAwe	 rulA
 rulAyA	 rulA
 pahuMcawe - pahuMcawe	 pahuMca - pahuMca
 bawalAezge	 bawalA
 PatakArakara	 PatakAra
 malawA	 mala
 jalawA	 jalawA
 pukArA - aba	 pukAra - aba
 hilawe	 hila
 caDZAwA	 caDZA
 rIJawA	 rIJa
 banAez	 banA
 mArI	 mArA
 CipAyA	 CipA
 ronepItane	 ronepItane
 bolA	 bolA
 tapakane	 tapaka
 johawI	 joha
 sunahalI	 sunahalA
 jAo	 jA
 lAvegA	 lAvegA
 cukAyA	 cukA
 KAez	 KA
 KAeM	 KA
 KAwe - KAwe	 KAwA - KAwA
 pahanAne	 pahanA
 kOYMpane	 kOYMpane
 CedZe	 CedZa
 CedZI	 CedZa
 CedZo	 CedZa
 maro	 mara
 xewA - saba	 xe - saba
 bolI - BAiyo	 bolI - BAiyo
 mare	 marA
 CAnawI	 CAna
 CAnawe	 CAna
 marI	 marI
 mAnI	 mAna
 DUMDUMgI	 DUMDa
 mAno	 mAno
 ginane	 gina
 kahawA	 kaha
 nibatanA	 nibata
 samaJAez	 samaJA
 barasAye	 barasA
 cUsawe	 cUsa
 dAlo	 dAla
 KulavAne	 KulavA
 bolI - acCI	 bolI - acCA
 Xula	 Xula
 gujarawA	 gujara
 jawAe	 jawA
 gUMXakara	 gUMXa
 WAmakara	 WAma
 Xusa	 Xusa
 jagamagAwA	 jagamagAwA
 hUzgI	 ho
 dAlawA	 dAla
 banAUzgI	 banA
 dabadabA	 dabadabA
 becegA	 beca
 gaI - eka	 jA - eka
 cune	 cuna
 Tagane	 Taga
 cunI	 cunI
 jieM	 jI
 jiez	 jI
 ladZaKadZAne	 ladZaKadZA
 pahuzcI	 pahuzcI
 pahuzce	 pahuzcA
 AveMge	 A
 gayA - yaha	 jA - yaha
 caDZakara	 caDZa
 ukasAnA	 ukasA
 mAzga - mAzgakara	 mAzga - mAzga
 bikavA	 bikavA
 masosane	 masosa
 hasaMne	 hasaMne
 mazjA	 mazja
 pukArA - wuma	 pukAra - wU
 mUMdZa	 mUMdZa
 bUJegI	 bUJa
 paDZarahA	 paDZarahA
 bole - aMXe	 bola - aMXA
 TukarAkara	 TukarA
 hilAkara	 hilA
 lage - mEM	 lagA - mEM
 KaroMcane	 KaroMca
 girAegA	 girA
 maDZA	 maDZA
 reMga	 reMga
 sunie	 sunie
 xI - GabarAo	 xe - GabarA
 lagI - ladZakI	 lagA - ladZakI
 kiyA - yaha	 kara - yaha
 udZawe	 udZa
 jyoM - kI - wyoM	 jyoM - kA - wyoM
 gaI - Pira	 jA - Pira
 soceMge	 soca
 gaI - wuma	 jA - wU
 hE - suMxara	 hE - suMxara
 kaha - suna	 kaha - suna
 padZanevAlA	 padZa
 Citake	 CitakA
 CU	 CU
 raKie	 raKa
 milAne	 milA
 jIwe	 jIwA
 jIwI	 jIwA
 XoXokara	 XoXokara
 CuIM	 CU
 PIkA	 PIkA
 bETa	 bETa
 meMkahAM	 meMkahAM
 jAnevAlI	 jA
 jAnevAle	 jA
 lenevAlA	 le
 jalAyeMge	 jalA
 bahakawe	 bahaka
 WI	 WA
 We	 WA
 lUMgA	 le
 kiyA - gavarnameMta	 kara - gavarnameMta
 xeKawe - xeKawe	 xeKa - xeKa
 paDZalIM	 paDZalIM
 bawalAne	 bawalA
 bolIM - Apake	 bola - Apa
 bAztawA	 bAzta
 bolIM - ApakI	 bola - Apa
 pahuzcanA	 pahuzca
 maMwara	 maMwara
 wAka	 wAka
 kamAwe	 kamA
 bETebETe	 bETebETe
 bolI - wumhIM	 bolI - wU
 patAne	 patA
 pahuMcAyA - apane	 pahuMcA - apanA
 OYMsU	 OYMsU
 jAnUz	 jAna
 KAezgI	 KA
 jAnUM	 jAna
 sAXA	 sAXa
 KAezge	 KA
 BadZake	 BadZaka
 ArYu	 ArYu
 letakara	 leta
 mAre	 mAre
 kahA - nEnA	 kahA - nEnA
 nikAlanA	 nikAla
 KolUMgI	 Kola
 xenevAlA	 xe
 hE - wo	 hE - wo
 cupadZawe	 cupadZa
 BarrAI	 BarrA
 wyAge	 wyAga
 lipata	 lipata
 lagI - mi	 lagA - mi
 mitegI	 mita
 bawalAUMgA	 bawalA
 bano	 bana
 ladanA	 lada
 banI	 bana
 bane	 bana
 howe - howe	 ho - ho
 sametakara	 sameta
 gujara	 gujara
 rokanI	 roka
 baDZAwe	 baDZA
 jalAwe	 jalA
 sahUra	 sahUra
 padZawI - soPZiyA	 padZa - soPZiyA
 PAdZa - PAdZakara	 PAdZa - PAdZa
 jalAwI	 jalA
 kahA - yAro	 kahA - yAro
 JukAwe	 JukA
 JukAwI	 JukA
 KisakA	 KisakA
 jadZe	 jadZa
 BAge	 BAga
 sUJa	 sUJa
 sUja	 sUja
 sUKa	 sUKa
 CidZakeM	 CidZaka
 raho	 raho
 rahE	 rahE
 rahe	 raha
 PeMke	 PeMka
 uKadZa	 uKadZa
 hojAya	 hojAya
 uTAyeM	 uTA
 takarAne	 takarA
 WIM	 WA
 CAnakara	 CAna
 ladZeM	 ladZa
 socawe - socawe	 soca - soca
 cAheMge	 cAha
 XAÝla	 XA
 kahA - iMxraxawwA	 kahA - iMxraxawwA
 baGAranA	 baGAra
 hicakawI	 hicaka
 hicakawe	 hicaka
 kUxa - kUxakara	 kUxa - kUxa
 racA	 racA
 WA - yaha	 WA - yaha
 haMsa - haMsakara	 haMsa - haMsa
 Kola - Kolakara	 Kola - Kola
 lagAUzgI	 lagA
 Ubane	 Uba
 lapete	 lapeta
 mAgeMge	 mAga
 lawAdZawA	 lawAdZa
 CudA	 CudA
 JukAye	 JukA
 pUCA - kiXara	 pUCa - kiXara
 bAztegA	 bAzta
 Julase	 JulasA
 JulasI	 JulasA
 AyaMge	 AyaMge
 kahA - ladZakiyAM	 kahA - ladZakI
 hE - unake	 hE - vaha
 sUjA	 sUjA
 bajA	 bajA
 GumAwe	 GumA
 CipAwA	 CipA
 ladZoge	 ladZa
 JukAo	 JukA
 jAyaM	 jAyaM
 uTUMgI	 uTa
 jAyA	 jAyA
 samaJAeM	 samaJA
 PeMkUM	 PeMka
 hazsane	 hazsa
 luékA	 lu
 xewA - Apa	 xe - Apa
 wudAkara	 wudA
 kIjiye	 kara
 xabegA	 xaba
 kAzpawA	 kAzpa
 rUkavA	 rUkavA
 cota - sI	 cota - sI
 piCadZa	 piCadZa
 KAweKAwe	 KAweKAwe
 xeKane	 xeKa
 xeKanI	 xeKa
 sOMpakara	 sOMpa
 kahA - weyAla	 kahA - weyAla
 kaha - kahakara	 kaha - kaha
 calAvegI	 calAvegI
 bolIM - jaba	 bola - jaba
 raha - rahakara	 raha - raha
 kahA - EsI	 kahA - EsA
 pItakara	 pIta
 PAdZe	 PAdZa
 bulAUM	 bulA
 baDZie	 baDZa
 marUz	 mara
 XikkArUM	 XikkAra
 JukAe	 JukA
 JukAI	 JukA
 kahA - Ese	 kahA - Ese
 cZAye	 cZAye
 bolie	 bola
 xOdZanA	 xOdZa
 caDZawA	 caDZa
 roMgate	 roMgatA
 bole - mEM	 bola - mEM
 nikalane	 nikala
 xiyA - usane	 xiyA - usanA
 kahA - bAlaka	 kahA - bAlaka
 ha	 ha
 sAXAÚ	 sAXa
 karake	 karakA
 BEroM - kahIM	 BEroM - kahIM
 cAtawe	 cAta
 vicara	 vicara
 kahA - hamAre	 kahA - mEM
 CuA	 CuA
 pahuMceMge	 pahuMca
 CuI	 CU
 Cue	 CU
 jIkara	 jI
 liKAyA	 liKA
 BUle	 BUlA
 BUlI	 BUlA
 mAneMgI	 mAna
 mAneMge	 mAna
 lAUzgA	 lA
 XAånA	 XA
 raKawA - Ese	 raKa - Ese
 basAnI	 basA
 DArasa	 DArasa
 kasawe	 kasa
 suXAÚrane	 suXA
 jI	 jI
 GUrane	 GUra
 XiÚkkArane	 Xi
 kahA - kama - se - kama	 kahA - kama - se - kama
 patAnA	 patA
 mArawI	 mAra
 bolI - wuma	 bolI - wU
 uTeM	 uTa
 xuharA	 xuharA
 pAlanA	 pAlanA
 warasawA	 warasa
 karake - hama	 karakA - mEM
 paDZavAkara	 paDZavA
 hicakicAwe	 hicakicA
 dAlUzgI	 dAla
 xiyA - muJe	 xiyA - mEM
 raKUMgA	 raKa
 hAzkA	 hAzkA
 WI - koI	 WA - koI
 siXAye	 siXA
 kahA - sUre	 kahA - sUre
 jakadZane	 jakadZa
 BaBakI	 BaBakI
 PirAnA	 PirA
 Aoá	 Ao
 KilAUM	 KilA
 hEM - badZA	 hE - badZA
 GulA	 GulA
 kahA - kahie	 kahA - kaha
 kahA - rAMda	 kahA - rAMda
 liKA - Akara	 liKA - Akara
 xe - xilAkara	 xe - xilA
 cZA	 cZA
 saMce	 saMca
 jowoge	 jowa
 KAnevAle	 KA
 wamawamAyA	 wamawamA
 karegA	 kara
 PirogI	 Pira
 Piroge	 Pira
 rakKeM	 rakKa
 kahA - ladZakA	 kahA - ladZakA
 huA - ye	 ho - yaha
 gale	 galA
 rUka - rUkakara	 rUka - rUka
 liKanA	 liKa
 raKeMge	 raKa
 Baro	 Bara
 raKeMgI	 raKa
 mite	 mita
 Dakela	 Dakela
 gujZara	 gujZara
 mitI	 mita
 samhAla	 samhAla
 bawAyA	 bawA
 xUzgA	 xe
 dAlA	 dAla
 daranA	 dara
 samaJegA	 samaJa
 uwaranA	 uwara
 Koje	 Koja
 cIrawA	 cIra
 xilAegA	 xilA
 xAhe	 xAha
 xiKAnA	 xiKA
 letawe	 leta
 ujadZe	 ujadZA
 bulAe	 bulA
 Pera - Pera	 Pera - Pera
 bulAI	 bulA
 gavArA	 gavArA
 rahe - BAgo	 raha - BAga
 naho	 naha
 kAtI - mEM	 kAta - mEM
 socawA	 soca
 kahUMgI	 kaha
 GumA	 GumA
 sUJane	 sUJa
 Pirakara	 Pira
 mAnoge	 mAna
 mAnogI	 mAna
 raKeM	 raKa
 padZanA	 padZa
 kahA - merA	 kahA - merA
 BUlo	 BUla
 kiyA - eka	 kara - eka
 tatolawA	 tatola
 padegZA	 padegZA
 KAyA	 KA
 lagavAie	 lagavA
 rakKUMgI	 rakKa
 karAhawe	 karAhawA
 karAhawI	 karAhawA
 KIMceM	 KIMca
 xiyA - sAhaba	 xiyA - sAhaba
 paDawI	 paDa
 dAleMge	 dAla
 bolA - mAlUma	 bolA - mAlUma
 BUne	 BUnA
 KAyA - KilAyA	 KA - KilA
 uTawA	 uTa
 xAnA	 xAnA
 bawalAIM	 bawalA
 latapatAwA	 latapatA
 amirwiyAz	 amirwiyAz
 jowawe	 jowa
 becUMgI	 beca
 karawekarawe	 karawekarawe
 bAzXakara	 bAzXa
 xOdAwe	 xOdA
 cupake - se	 cupake - se
 KelAe	 KelA
 calUM	 cala
 calUz	 cala
 bETAne	 bETA
 raheMgI	 raha
 bolI - vinaya	 bolI - vinaya
 raheMge	 raha
 KeleMgI	 Kela
 JapakI	 JapakI
 ho - pahale	 ho - pahale
 WAmanA	 WAma
 xuKAne	 xuKA
 TaharegA	 Tahara
 Pero	 Pera
 Dala	 Dala
 pAyA	 pAyA
 bolI - viliyama	 bolI - viliyama
 haMsa - Kelakara	 haMsa - Kela
 xuhane	 xuha
 patakA	 patakA
 jOBara	 jOBara
 honA	 ho
 bETeM	 bETa
 calAyA	 calA
 kasakara	 kasakara
 bETeba	 bETeba
 uwAre	 uwArA
 KIMcane	 KIMca
 padAhE	 padAhE
 kucalawI - masalawI	 kucala - masala
 kahawIM - yahI	 kaha - yahI
 pacA	 pacA
 bajA - bajAkara	 bajA - bajA
 JalakawA	 Jalaka
 gAzTane	 gAzTa
 bahalAwI	 bahalA
 lOtAwA	 lOtA
 basawA	 basa
 halkI	 halkA
 CudAyA	 CudA
 CInakara	 CIna
 luta	 luta
 baMXAÝ	 baMXA
 laWapaWa	 laWapaWa
 pasIja	 pasIja
 rukanA	 ruka
 xiKAveM	 xiKA
 jilAwe	 jilA
 sikudZane	 sikudZa
 becavA	 becavA
 padAWA	 padAWA
 XAdZakawA	 XAdZakawA
 uTane - bETane	 uTa - bETanA
 CedZA - jaba	 CedZA - jaba
 bolI - unheM	 bolI - vaha
 PElAne	 PElA
 Gise	 GisA
 xuharAyA - hAz	 xuharAyA - hAz
 xeKa	 xeKa
 banAnI	 banA
 PodZa	 PodZa
 banAne	 banA
 JapakegI	 Japaka
 ladAnA	 ladA
 japawA	 japa
 uwArA	 uwArA
 kahA - yA	 kahA - yA
 kahA - yaha	 kahA - yaha
 manAwI	 manA
 manAwe	 manA
 girAwA	 girA
 naMge	 naMgA
 piGalI	 piGalA
 baIxa	 baIxa
 TAnA	 TAna
 biCe	 biCA
 badI - bUDi	 badI - bUDi
 TTaMkakara	 TTaMkakara
 cuBawI	 cuBa
 mAnawe	 mAna
 bole - isakA	 bola - yaha
 mAnawI	 mAna
 jie	 jI
 rukA	 rukA
 jiUMgI	 jI
 Bugawa	 Bugawa
 mAnie	 mAna
 kAwa	 kAwa
 sazBalane	 sazBala
 buJawI	 buJa
 Juka - Jukakara	 Juka - Juka
 sulAne	 sulA
 aMXera	 aMXera
 XAåyA	 XA
 lOtane	 lOta
 kAta	 kAta
 uTA - nahIM	 uTA - nahIM
 wErawA	 wErawA
 XikkAreM	 XikkAra
 CUta	 CUta
 udAne	 udA
 kahA - nahIM - nahIM	 kahA - nahIM - nahIM
 WarrAwe	 WarrA
 raKiyegA	 raKa
 gayA - vahI	 jA - vahI
 akadZawA	 akadZa
 bolA - inheM	 bolA - yaha
 GabadA	 GabadA
 dAlIM	 dAla
 bolegA	 bola
 hoya	 hoya
 gidZagidZAkara	 gidZagidZA
 rahiyegA	 raha
 karAnA	 karA
 JallAne	 JallA
 siXArie	 siXAra
 tAlawI	 tAla
 GabarAwI	 GabarA
 hoM	 hE
 lajA	 lajA
 tAlawe	 tAla
 CidZa	 CidZa
 KA - pIkara	 KA - pI
 pUCazgI	 pUCazgI
 Tana	 Tana
 KOMKiyAwe	 KOMKiyAwe
 buJA	 buJA
 BareM	 Bara
 padZeM	 padZa
 pasIje	 pasIja
 sUKane	 sUKa
 wodZegA	 wodZa
 xabane	 xaba
 ratawI	 rata
 sAlaxo	 sAlaxo
 WA - saba - ke - saba	 WA - saba - kA - saba
 padZA	 padZA
 sisaka - sisakakara	 sisaka - sisaka
 samAwI	 samA
 xubake	 xubaka
 pahuMcegI	 pahuMca
 pItA	 pIta
 XaMsa	 XaMsa
 Koxawe	 Koxa
 ladZawe	 ladZa
 xiyA	 xiyA
 nikAlegA	 nikAla
 bajAIM	 bajA
 BatakI	 BatakA
 suneMge	 suna
 suneMgI	 suna
 Batake	 BatakA
 jAnawA	 jAna
 baGArI	 baGAra
 bAMXa	 bAMXa
 bulAnA	 bulA
 poMCUMgA	 poMCa
 sisakawe	 sisakawA
 bAMta	 bAMta
 cunakara	 cuna
 karAUz	 karA
 bolI - aba	 bolI - aba
 hE - muJe	 hE - mEM
 ladZeMge	 ladZa
 pakadZeMge	 pakadZa
 uTAye	 uTA
 uTAyI	 uTA
 baneM	 bana
 sUKawA	 sUKa
 CInanA	 CIna
 lAyeMgI	 lA
 AeMge	 A
 ko	 ko
 AeMgI	 A
 ulaJawA	 ulaJa
 cOMkawe	 cOMka
 wilamilAne	 wilamilA
 haMsawA	 haMsa
 werI	 wU
 KilAUz	 KilA
 Gula - Gulakara	 Gula - Gula
 gAdZa	 gAdZa
 dAlanI	 dAla
 jiyA	 jiyA
 bologe	 bola
 gayIM	 jA
 siXAreMge	 siXAra
 JalA	 JalA
 AyegI	 A
 saMBAlawI	 saMBAla
 cUkIM	 cUka
 Jalaka	 Jalaka
 baxalegA	 baxala
 bolI - muJe	 bolI - mEM
 GAlawe	 GAla
 CInawe	 CIna
 XiÚkkArawI	 Xi
 CInawI	 CIna
 mArane	 mAra
 sahamA	 sahamA
 BAgeM	 BAga
 kahA - wumhArA	 kahA - wU
 barahama	 barahama
 SaramAkara	 SaramA
 BagAe	 BagA
 xOdZA	 xOdZA
 vinaya - muJe	 vinaya - mEM
 karUMgA	 kara
 lAxanA	 lAxa
 girIM	 gira
 BidZane	 BidZa
 bole - acCA	 bola - acCA
 bIweM	 bIwa
 xazgI	 xazgI
 gAdZakara	 gAdZa
 JallA	 JallA
 gaIM	 jA
 jA - jAkara	 jA - jA
 sUKeM	 sUKa
 kahA - suBAgI	 kahA - suBAgI
 paDZa - liKa	 paDZa - liKa
 panA	 panA
 laganA	 laga
 xiyA - kaBI	 xiyA - kaBI
 uwAroM	 uwAra
 ciDawe	 ciDa
 Uba	 Uba
 panapa	 panapa
 PazsAe	 PazsA
 banUMgI	 bana
 udZAe	 udZA
 udZAI	 udZA
 KoleM	 Kola
 jala - jalakara	 jala - jalakara
 udZAo	 udZA
 mAra - mAra	 mAra - mAra
 Xo - Xokara	 Xo - Xo
 JukAnA	 JukA
 xiyA - nevawA	 xiyA - nevawA
 pItawe	 pIta
 racAwI	 racA
 pItawI	 pIta
 xAga	 xAga
 jAUzgA	 jA
 howI - kiMwu	 ho - kiMwu
 Koxa - Koxakara	 Koxa - Koxa
 liKawA	 liKa
 pakadZa - pakadZakara	 pakadZa - pakadZa
 DUzDZawA	 DUzDZa
 baDZAegA	 baDZA
 roezge	 roezge
 uTI - lAlA	 uTA - lAlA
 PeMka	 PeMka
 kahA - yahIM	 kahA - yahIM
 macAne	 macA
 piegA	 pI
 bajAwe - bajAwe	 bajA - bajA
 lAUMgA	 lA
 puja	 puja
 hEM - pUre	 hE - pUrA
 pAveMgI	 pAveMgI
 KujalA	 KujalA
 le	 le
 lU	 lU
 lI	 le
 lo	 lo
 PUtawI	 PUta
 PUtawe	 PUta
 tapakatapaka	 tapakatapaka
 muskarAyA	 muskarA
 milakara	 mila
 sajAnA	 sajA
 tUta	 tUta
 AI - AwI	 A - A
 sakeMba	 sakeMba
 JAzsebAja	 JAzsebAja
 Pera - Perakara	 Pera - Pera
 milUMgI	 mila
 ladZawe - JagadZawe	 ladZa - JagadZa
 teDZI	 teDZA
 Bejie	 Beja
 teDZe	 teDZA
 bolA - BEyA	 bolA - BEyA
 paDZalI	 paDZalI
 vAle	 vAlA
 nahAwA	 nahA
 vAlI	 vAlA
 makara	 makara
 dUbeMge	 dUba
 raKawA	 raKa
 xiye - pApanASI	 xe - pApanASI
 bIwA	 bIwA
 buJAwe	 buJA
 maruMgI	 mara
 Barakara	 Bara
 WA - vahI	 WA - vahI
 uKadZawA	 uKadZa
 baKSe	 baKSa
 bigAdiegA	 bigAda
 WIM - aba	 WA - aba
 lUzgI	 le
 carawI	 cara
 milawIM	 mila
 KAI	 KAI
 sooge	 so
 carawe	 cara
 xilAne	 xilA
 hokara	 ho
 samaJane	 samaJa
 uTAIM	 uTA
 JiJakanA	 JiJaka
 sUJI	 sUJa
 sUJe	 sUJa
 wOlawI	 wOla
 bajAbajAkara	 bajAbajAkara
 uTAUM	 uTA
 wOlawe	 wOla
 picakA	 picakA
 WIM - samBavawaH	 WA - saMBavawaH
 jagAyA	 jagA
 pUCA - mEM	 pUCa - mEM
 sie	 sI
 gaI - jAnawI	 jA - jAna
 KadZI	 KadZA
 hatAwA	 hatA
 becane	 beca
 KadZe	 KadZA
 BejUMgI	 Beja
 PUzke	 PUzkA
 jawA	 jawA
 nigalakara	 nigala
 bawAUMgA	 bawA
 GatAnA	 GatAnA
 CodZanI	 CodZa
 cipatI	 cipatA
 CodZane	 CodZa
 kahA - eka	 kahA - eka
 lOteMge	 lOta
 bacakara	 baca
 xaba	 xaba
 jamAkara	 jamA
 raKUzgA	 raKa
 lotawA	 lota
 sunAkara	 sunA
 TaganA	 Taga
 bAztUzgI	 bAzta
 mareM	 mara
 saMBAlI - yaha	 saMBAla - yaha
 sadZA	 sadZA
 rahUM	 raha
 rahUz	 raha
 pahanUMgI	 pahana
 sikodZa	 sikodZa
 ginA	 ginA
 karAha - karAhakara	 karAha - karAha
 sIcUz	 sIca
 sunAwI	 sunA
 pAlegA	 pAla
 Gere	 GerA
 sunAwe	 sunA
 tahalawI	 tahala
 DADZasa	 DADZasa
 bZAnI	 bZAnI
 tahalawe	 tahala
 PElegI	 PEla
 WUke	 WUka
 kOXaM	 kOXaM
 jI - Bara	 jI - Bara
 kahA - badZI	 kahA - badZI
 marUMgA	 mara
 kahA - badZe	 kahA - badZA
 Bataka	 Bataka
 xiyA - BagavAn	 xiyA - BagavAn
 uCalauCalakara	 uCalauCalakara
 carAwI	 carA
 sunoge	 suna
 sunogI	 suna
 kahA - bAbUjI	 kahA - bAbUjI
 karAkara	 karA
 PUtA	 PUtA
 kahA - KA	 kahA - KA
 kahA - mE	 kahA - mE
 gAdZawI	 gAdZa
 samBAla	 samBAla
 sazBAlane	 sazBAla
 buJegI	 buJa
 piye	 pI
 bolI - jaba	 bolI - jaba
 piyo	 pI
 suKAwA	 suKA
 le - lekara	 le - le
 oDZawA	 oDZa
 lagAyA	 lagAyA
 kahA - isase	 kahA - yaha
 roUzgI	 ro
 niBegA	 niBa
 xabAnA	 xabA
 pAyagA	 pAyagA
 gayI - Xanya	 jA - Xanya
 bolI - mEM	 bolI - mEM
 kIjiegA	 kara
 sakane	 saka
 SarmiMxAhonA	 SarmiMxAhonA
 mUrwivawa	 mUrwivawa
 CodegeM	 CodegeM
 uTI - BEyA	 uTA - BEyA
 socane - samaJane	 soca - samaJa
 PatakArawI	 PatakAra
 AyeMge	 A
 AyeMgI	 A
 dI	 dI
 bETie	 bETa
 lagegA	 laga
 dOY	 dOY
 bulAo	 bulA
 gayA - wumane	 jA - wU
 BAgakara	 BAga
 caKA	 caKA
 cillA	 cillA
 sunane	 suna
 sunanI	 suna
 hogA - reNukAnwa	 ho - reNukAnwa
 kUxeM	 kUxa
 kAtawA	 kAta
 sIKane	 sIKa
